size, index, Find Statements, Replace Statments, Sort Statements
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
0,3, x, x
0, x, 5, x
0,x,x,2
